nitrogen,potassium,phosphorus,temperature,humidity,moisture,crop,soil_type,fertilizer_name,ph,organic_carbon,region,date,ec,nitrogen_is_zero,nitrogen_was_missing,phosphorus_is_zero,phosphorus_was_missing,potassium_is_zero,potassium_was_missing
17,13,14,29.21,57.22,49.29,Paddy,Clayey,14-35-14,,,,,,0,0,0,0,0,0
15,0,39,37.56,66.53,37.17,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,1,0
35,0,3,31.27,43.49,37.61,Barley,Loamy,14-35-14,,,,,,0,0,0,0,1,0
6,20,16,25.82,61.11,39.24,Barley,Red,17-17-17,,,,,,0,0,0,0,0,0
36,0,0,26.5,45.75,61.25,Millets,Red,DAP,,,,,,0,0,1,0,1,0
10,0,6,34.03,60.39,43.18,Sugarcane,Loamy,10-26-26,,,,,,0,0,0,0,1,0
6,2,11,28.01,50.4,61.19,Millets,Red,DAP,,,,,,0,0,0,0,0,0
7,9,32,30.69,60.36,64.89,Barley,Loamy,17-17-17,,,,,,0,0,0,0,0,0
15,17,18,27.18,64.47,30.84,Paddy,Red,20-20,,,,,,0,0,0,0,0,0
11,15,11,21.63,57.62,34.24,Maize,Sandy,20-20,,,,,,0,0,0,0,0,0
12,3,36,30.78,61.89,28.42,Millets,Clayey,DAP,,,,,,0,0,0,0,0,0
10,4,11,27.05,50.42,42.32,Paddy,Clayey,17-17-17,,,,,,0,0,0,0,0,0
13,12,25,31.18,47.51,35.51,Wheat,Red,17-17-17,,,,,,0,0,0,0,0,0
17,2,28,31.35,62.93,34.02,Barley,Clayey,14-35-14,,,,,,0,0,0,0,0,0
13,0,14,30.99,59.97,63.35,Wheat,Red,DAP,,,,,,0,0,0,0,1,0
7,19,12,33.9,50.25,20.0,Millets,Red,10-26-26,,,,,,0,0,0,0,0,0
44,0,0,31.49,58.29,37.49,Millets,Clayey,14-35-14,,,,,,0,0,1,0,1,0
31,1,4,31.93,53.26,30.3,Wheat,Clayey,DAP,,,,,,0,0,0,0,0,0
9,13,23,36.49,72.03,52.71,Wheat,Red,17-17-17,,,,,,0,0,0,0,0,0
5,3,32,33.91,50.88,53.37,Paddy,Red,Urea,,,,,,0,0,0,0,0,0
10,19,18,40.0,76.4,57.23,Sugarcane,Red,14-35-14,,,,,,0,0,0,0,0,0
4,3,33,32.12,76.73,34.45,Wheat,Black,Urea,,,,,,0,0,0,0,0,0
23,0,24,24.06,53.06,37.08,Sugarcane,Sandy,28-28,,,,,,0,0,0,0,1,0
13,0,41,34.0,59.76,27.52,Maize,Black,DAP,,,,,,0,0,0,0,1,0
38,0,3,38.66,60.15,57.58,Millets,Sandy,DAP,,,,,,0,0,0,0,1,0
10,1,10,27.05,53.34,70.0,Ground Nuts,Loamy,28-28,,,,,,0,0,0,0,0,0
16,0,5,27.27,62.47,57.15,Millets,Clayey,DAP,,,,,,0,0,0,0,1,0
11,0,40,32.56,62.62,56.5,Maize,Clayey,DAP,,,,,,0,0,0,0,1,0
34,2,1,30.84,47.62,28.08,Millets,Red,Urea,,,,,,0,0,0,0,0,0
6,11,32,30.98,64.17,26.26,Ground Nuts,Red,20-20,,,,,,0,0,0,0,0,0
1,14,12,29.51,47.21,49.01,Wheat,Clayey,DAP,,,,,,0,0,0,0,0,0
41,0,4,38.59,68.57,31.88,Paddy,Loamy,14-35-14,,,,,,0,0,0,0,1,0
35,1,1,28.42,68.97,38.11,Barley,Sandy,20-20,,,,,,0,0,0,0,0,0
17,0,8,31.81,62.69,55.11,Barley,Sandy,14-35-14,,,,,,0,0,0,0,1,0
21,0,26,28.06,49.09,36.0,Ground Nuts,Clayey,28-28,,,,,,0,0,0,0,1,0
25,0,18,32.09,67.57,37.6,Sugarcane,Loamy,10-26-26,,,,,,0,0,0,0,1,0
9,8,30,28.4,64.69,20.0,Wheat,Black,DAP,,,,,,0,0,0,0,0,0
7,3,32,35.46,68.5,33.83,Paddy,Red,14-35-14,,,,,,0,0,0,0,0,0
9,0,36,33.36,48.62,48.04,Paddy,Black,14-35-14,,,,,,0,0,0,0,1,0
35,2,0,30.09,51.69,31.75,Sugarcane,Clayey,20-20,,,,,,0,0,1,0,0,0
38,0,0,31.62,53.17,41.08,Maize,Clayey,DAP,,,,,,0,0,1,0,1,0
41,0,0,35.85,65.73,46.71,Wheat,Clayey,20-20,,,,,,0,0,1,0,1,0
36,0,0,22.91,52.89,43.54,Ground Nuts,Black,17-17-17,,,,,,0,0,1,0,1,0
32,0,3,31.57,59.0,29.74,Millets,Loamy,17-17-17,,,,,,0,0,0,0,1,0
41,0,0,33.33,68.93,44.04,Wheat,Loamy,20-20,,,,,,0,0,1,0,1,0
8,14,10,26.1,56.4,70.0,Maize,Red,20-20,,,,,,0,0,0,0,0,0
10,4,8,23.85,54.74,31.15,Maize,Black,28-28,,,,,,0,0,0,0,0,0
4,5,28,33.93,68.08,68.4,Barley,Red,20-20,,,,,,0,0,0,0,0,0
13,0,6,30.9,61.42,48.45,Barley,Loamy,28-28,,,,,,0,0,0,0,1,0
9,4,30,36.91,57.36,46.79,Barley,Black,10-26-26,,,,,,0,0,0,0,0,0
37,0,1,27.89,58.78,32.12,Millets,Clayey,20-20,,,,,,0,0,0,0,1,0
37,0,0,25.91,61.37,35.85,Ground Nuts,Black,20-20,,,,,,0,0,1,0,1,0
37,0,0,26.89,45.93,34.24,Ground Nuts,Loamy,28-28,,,,,,0,0,1,0,1,0
25,1,21,22.37,59.31,53.4,Millets,Sandy,14-35-14,,,,,,0,0,0,0,0,0
40,0,0,40.0,66.19,57.22,Paddy,Sandy,14-35-14,,,,,,0,0,1,0,1,0
15,0,39,25.09,55.29,28.94,Ground Nuts,Loamy,10-26-26,,,,,,0,0,0,0,1,0
12,3,41,34.6,52.97,41.6,Wheat,Red,14-35-14,,,,,,0,0,0,0,0,0
14,0,11,30.08,55.2,40.09,Paddy,Clayey,17-17-17,,,,,,0,0,0,0,1,0
7,16,12,29.16,50.81,20.0,Millets,Black,17-17-17,,,,,,0,0,0,0,0,0
42,3,0,29.23,70.7,54.12,Maize,Sandy,10-26-26,,,,,,0,0,1,0,0,0
17,0,40,35.92,63.54,54.99,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,1,0
11,2,33,33.8,69.65,29.13,Sugarcane,Black,20-20,,,,,,0,0,0,0,0,0
2,14,21,32.92,56.58,28.5,Barley,Loamy,28-28,,,,,,0,0,0,0,0,0
11,19,22,29.7,50.47,41.56,Ground Nuts,Sandy,28-28,,,,,,0,0,0,0,0,0
21,0,24,22.82,48.25,49.55,Maize,Clayey,28-28,,,,,,0,0,0,0,1,0
39,3,0,28.88,54.57,38.98,Paddy,Clayey,20-20,,,,,,0,0,1,0,0,0
37,0,0,27.91,48.69,33.26,Ground Nuts,Red,17-17-17,,,,,,0,0,1,0,1,0
17,0,37,31.12,56.27,40.65,Paddy,Loamy,DAP,,,,,,0,0,0,0,1,0
18,0,35,38.03,60.56,64.39,Millets,Loamy,14-35-14,,,,,,0,0,0,0,1,0
32,1,4,21.56,48.99,38.37,Wheat,Clayey,Urea,,,,,,0,0,0,0,0,0
41,3,4,29.74,67.3,55.7,Barley,Clayey,20-20,,,,,,0,0,0,0,0,0
40,0,0,24.02,52.18,41.72,Paddy,Red,28-28,,,,,,0,0,1,0,1,0
4,0,10,28.68,48.05,70.0,Sugarcane,Clayey,10-26-26,,,,,,0,0,0,0,1,0
23,0,22,30.53,54.66,40.76,Wheat,Red,DAP,,,,,,0,0,0,0,1,0
9,6,30,27.28,67.0,60.31,Ground Nuts,Red,17-17-17,,,,,,0,0,0,0,0,0
4,12,33,25.51,63.32,68.32,Maize,Clayey,10-26-26,,,,,,0,0,0,0,0,0
10,0,35,30.28,76.59,30.6,Ground Nuts,Clayey,28-28,,,,,,0,0,0,0,1,0
21,0,19,26.52,59.29,37.89,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,1,0
5,10,28,37.78,70.33,64.11,Wheat,Loamy,10-26-26,,,,,,0,0,0,0,0,0
12,11,11,30.49,58.21,39.3,Ground Nuts,Clayey,17-17-17,,,,,,0,0,0,0,0,0
42,1,0,29.18,54.17,23.3,Ground Nuts,Sandy,28-28,,,,,,0,0,1,0,0,0
9,4,12,22.64,49.3,30.33,Paddy,Black,Urea,,,,,,0,0,0,0,0,0
37,0,0,24.84,49.58,47.64,Barley,Loamy,10-26-26,,,,,,0,0,1,0,1,0
35,4,2,30.49,58.83,54.73,Paddy,Loamy,17-17-17,,,,,,0,0,0,0,0,0
26,4,17,29.82,58.66,44.21,Millets,Sandy,28-28,,,,,,0,0,0,0,0,0
9,7,25,23.92,47.26,38.11,Maize,Red,Urea,,,,,,0,0,0,0,0,0
11,11,14,27.8,66.49,56.09,Ground Nuts,Loamy,28-28,,,,,,0,0,0,0,0,0
15,0,40,40.0,75.55,28.97,Ground Nuts,Black,17-17-17,,,,,,0,0,0,0,1,0
42,0,1,34.46,78.03,54.74,Millets,Red,14-35-14,,,,,,0,0,0,0,1,0
23,0,14,20.26,41.18,47.6,Millets,Red,DAP,,,,,,0,0,0,0,1,0
38,2,1,30.24,56.13,30.91,Barley,Black,10-26-26,,,,,,0,0,0,0,0,0
14,10,11,35.54,62.73,42.81,Paddy,Loamy,DAP,,,,,,0,0,0,0,0,0
22,0,15,30.48,61.31,44.39,Millets,Red,Urea,,,,,,0,0,0,0,1,0
39,0,2,29.86,48.43,47.14,Maize,Clayey,14-35-14,,,,,,0,0,0,0,1,0
8,2,32,25.2,65.72,54.26,Sugarcane,Black,20-20,,,,,,0,0,0,0,0,0
13,0,36,31.81,70.13,21.18,Ground Nuts,Red,28-28,,,,,,0,0,0,0,1,0
15,0,38,22.32,56.11,24.06,Maize,Black,17-17-17,,,,,,0,0,0,0,1,0
5,7,25,30.23,55.76,53.54,Barley,Loamy,14-35-14,,,,,,0,0,0,0,0,0
16,2,26,26.08,44.39,42.34,Sugarcane,Clayey,20-20,,,,,,0,0,0,0,0,0
44,3,0,39.89,76.0,32.46,Ground Nuts,Red,17-17-17,,,,,,0,0,1,0,0,0
20,1,27,26.41,55.23,43.13,Barley,Black,10-26-26,,,,,,0,0,0,0,0,0
16,0,42,35.85,62.3,36.56,Millets,Red,Urea,,,,,,0,0,0,0,1,0
11,6,26,35.84,73.34,56.27,Barley,Red,10-26-26,,,,,,0,0,0,0,0,0
40,2,0,32.85,53.21,37.96,Barley,Black,DAP,,,,,,0,0,1,0,0,0
20,0,19,36.16,64.0,43.68,Millets,Loamy,Urea,,,,,,0,0,0,0,1,0
9,4,35,38.77,73.1,64.83,Paddy,Sandy,28-28,,,,,,0,0,0,0,0,0
36,0,0,31.66,68.88,64.94,Paddy,Sandy,17-17-17,,,,,,0,0,1,0,1,0
32,0,0,25.79,47.25,45.73,Millets,Clayey,DAP,,,,,,0,0,1,0,1,0
15,14,13,37.12,73.45,56.53,Wheat,Loamy,14-35-14,,,,,,0,0,0,0,0,0
40,0,0,27.79,54.72,69.39,Maize,Black,20-20,,,,,,0,0,1,0,1,0
12,7,24,27.84,50.3,41.85,Paddy,Loamy,14-35-14,,,,,,0,0,0,0,0,0
32,0,2,23.68,57.9,28.78,Maize,Sandy,14-35-14,,,,,,0,0,0,0,1,0
36,0,0,32.02,47.68,43.98,Sugarcane,Loamy,28-28,,,,,,0,0,1,0,1,0
15,13,15,34.91,53.17,64.9,Paddy,Sandy,DAP,,,,,,0,0,0,0,0,0
40,2,0,31.87,56.38,39.33,Barley,Clayey,20-20,,,,,,0,0,1,0,0,0
13,2,6,21.34,47.91,23.25,Barley,Loamy,10-26-26,,,,,,0,0,0,0,0,0
14,10,33,30.22,56.38,60.39,Maize,Loamy,Urea,,,,,,0,0,0,0,0,0
26,0,16,24.32,66.77,37.7,Ground Nuts,Black,20-20,,,,,,0,0,0,0,1,0
10,4,4,31.78,51.44,58.82,Barley,Loamy,17-17-17,,,,,,0,0,0,0,0,0
8,0,15,25.66,45.25,65.07,Barley,Sandy,28-28,,,,,,0,0,0,0,1,0
21,4,22,37.17,70.91,67.53,Ground Nuts,Sandy,14-35-14,,,,,,0,0,0,0,0,0
31,0,0,27.41,53.44,36.65,Sugarcane,Black,Urea,,,,,,0,0,1,0,1,0
22,0,21,29.68,74.89,47.11,Barley,Sandy,20-20,,,,,,0,0,0,0,1,0
12,5,24,29.9,53.17,58.98,Ground Nuts,Black,17-17-17,,,,,,0,0,0,0,0,0
14,1,14,31.08,56.03,45.64,Millets,Black,14-35-14,,,,,,0,0,0,0,0,0
15,3,39,31.95,59.95,41.17,Maize,Loamy,20-20,,,,,,0,0,0,0,0,0
1,14,14,28.83,59.74,35.13,Ground Nuts,Loamy,Urea,,,,,,0,0,0,0,0,0
10,0,43,40.0,52.95,43.51,Wheat,Loamy,14-35-14,,,,,,0,0,0,0,1,0
30,0,0,28.17,50.93,37.01,Sugarcane,Clayey,17-17-17,,,,,,0,0,1,0,1,0
14,1,36,33.29,71.48,55.06,Wheat,Loamy,Urea,,,,,,0,0,0,0,0,0
27,0,18,22.61,60.89,53.36,Ground Nuts,Black,17-17-17,,,,,,0,0,0,0,1,0
1,15,15,24.55,59.45,47.37,Barley,Red,Urea,,,,,,0,0,0,0,0,0
13,15,13,28.72,58.94,59.53,Ground Nuts,Sandy,28-28,,,,,,0,0,0,0,0,0
15,0,38,27.77,61.89,27.29,Wheat,Black,28-28,,,,,,0,0,0,0,1,0
17,0,41,27.09,45.13,20.39,Wheat,Red,28-28,,,,,,0,0,0,0,1,0
10,16,19,28.74,60.87,37.06,Maize,Clayey,17-17-17,,,,,,0,0,0,0,0,0
15,2,9,38.12,66.69,33.67,Sugarcane,Loamy,DAP,,,,,,0,0,0,0,0,0
22,0,16,37.98,66.3,70.0,Paddy,Red,10-26-26,,,,,,0,0,0,0,1,0
22,0,25,30.61,58.28,51.6,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,1,0
8,17,12,30.0,42.84,46.81,Barley,Loamy,17-17-17,,,,,,0,0,0,0,0,0
14,3,39,39.4,75.28,52.3,Maize,Red,10-26-26,,,,,,0,0,0,0,0,0
19,0,21,27.74,60.46,44.85,Wheat,Red,20-20,,,,,,0,0,0,0,1,0
24,0,20,27.37,52.05,37.96,Maize,Clayey,28-28,,,,,,0,0,0,0,1,0
7,7,11,32.5,71.1,69.62,Wheat,Red,10-26-26,,,,,,0,0,0,0,0,0
12,0,13,26.46,43.65,36.14,Maize,Black,20-20,,,,,,0,0,0,0,1,0
16,0,44,36.4,70.69,31.58,Ground Nuts,Sandy,28-28,,,,,,0,0,0,0,1,0
6,4,34,39.77,60.41,50.77,Wheat,Sandy,Urea,,,,,,0,0,0,0,0,0
39,0,0,33.93,62.94,38.71,Millets,Red,14-35-14,,,,,,0,0,1,0,1,0
36,0,3,38.38,71.17,56.45,Wheat,Clayey,14-35-14,,,,,,0,0,0,0,1,0
2,20,18,25.07,45.11,36.38,Maize,Clayey,20-20,,,,,,0,0,0,0,0,0
43,0,3,28.48,60.34,33.57,Millets,Sandy,28-28,,,,,,0,0,0,0,1,0
43,0,1,34.31,58.35,30.92,Millets,Black,10-26-26,,,,,,0,0,0,0,1,0
27,2,17,24.11,57.89,23.7,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,0,0
8,9,19,28.66,41.97,62.44,Barley,Red,14-35-14,,,,,,0,0,0,0,0,0
9,0,42,22.83,46.9,34.09,Wheat,Clayey,DAP,,,,,,0,0,0,0,1,0
10,13,29,25.54,65.51,26.75,Paddy,Black,28-28,,,,,,0,0,0,0,0,0
14,0,32,30.02,68.96,35.81,Sugarcane,Red,20-20,,,,,,0,0,0,0,1,0
26,4,18,29.98,73.22,48.77,Millets,Clayey,Urea,,,,,,0,0,0,0,0,0
41,2,0,34.95,71.28,53.19,Millets,Red,20-20,,,,,,0,0,1,0,0,0
8,0,5,27.38,57.61,57.88,Maize,Sandy,DAP,,,,,,0,0,0,0,1,0
20,0,26,26.84,54.27,49.61,Paddy,Red,28-28,,,,,,0,0,0,0,1,0
11,13,27,31.54,66.48,66.12,Wheat,Clayey,DAP,,,,,,0,0,0,0,0,0
14,0,33,30.38,67.91,57.24,Sugarcane,Sandy,14-35-14,,,,,,0,0,0,0,1,0
15,1,32,33.13,61.63,41.66,Paddy,Sandy,28-28,,,,,,0,0,0,0,0,0
10,2,44,40.0,61.51,32.66,Paddy,Sandy,14-35-14,,,,,,0,0,0,0,0,0
10,4,28,29.45,60.0,64.63,Maize,Loamy,Urea,,,,,,0,0,0,0,0,0
5,3,10,25.22,62.81,49.09,Paddy,Red,28-28,,,,,,0,0,0,0,0,0
6,11,31,25.96,53.04,46.11,Barley,Black,10-26-26,,,,,,0,0,0,0,0,0
16,4,17,40.0,71.27,25.24,Maize,Red,17-17-17,,,,,,0,0,0,0,0,0
7,3,27,29.41,52.65,48.35,Barley,Loamy,DAP,,,,,,0,0,0,0,0,0
37,0,0,33.88,55.46,26.2,Millets,Black,28-28,,,,,,0,0,1,0,1,0
11,0,6,33.99,68.26,39.64,Barley,Red,10-26-26,,,,,,0,0,0,0,1,0
5,20,24,25.83,44.55,44.99,Paddy,Sandy,Urea,,,,,,0,0,0,0,0,0
9,17,16,27.19,59.49,56.18,Maize,Black,DAP,,,,,,0,0,0,0,0,0
8,0,31,26.73,44.52,40.8,Paddy,Clayey,14-35-14,,,,,,0,0,0,0,1,0
0,7,28,30.46,71.86,41.95,Wheat,Clayey,10-26-26,,,,,,1,0,0,0,0,0
14,16,23,32.49,61.52,47.27,Wheat,Sandy,Urea,,,,,,0,0,0,0,0,0
27,2,23,23.54,50.26,50.16,Millets,Loamy,20-20,,,,,,0,0,0,0,0,0
15,2,36,28.53,62.54,61.11,Maize,Red,14-35-14,,,,,,0,0,0,0,0,0
15,12,6,24.98,47.0,20.99,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,0,0
1,7,33,36.94,58.84,55.16,Sugarcane,Sandy,28-28,,,,,,0,0,0,0,0,0
11,0,17,27.36,61.34,43.04,Wheat,Black,28-28,,,,,,0,0,0,0,1,0
10,0,34,29.03,53.72,43.41,Wheat,Loamy,DAP,,,,,,0,0,0,0,1,0
16,0,10,32.8,55.77,44.43,Barley,Sandy,14-35-14,,,,,,0,0,0,0,1,0
12,0,41,37.53,58.75,51.59,Paddy,Red,10-26-26,,,,,,0,0,0,0,1,0
17,15,14,22.07,52.72,24.22,Millets,Sandy,10-26-26,,,,,,0,0,0,0,0,0
44,1,0,28.92,44.74,44.89,Millets,Red,17-17-17,,,,,,0,0,1,0,0,0
38,0,0,26.05,48.76,45.26,Barley,Loamy,DAP,,,,,,0,0,1,0,1,0
7,11,17,26.56,59.44,32.72,Maize,Black,20-20,,,,,,0,0,0,0,0,0
14,0,36,31.15,55.59,35.09,Barley,Red,14-35-14,,,,,,0,0,0,0,1,0
2,20,16,25.6,57.71,30.94,Millets,Black,28-28,,,,,,0,0,0,0,0,0
13,0,35,26.71,55.75,70.0,Ground Nuts,Black,28-28,,,,,,0,0,0,0,1,0
20,0,17,29.67,63.41,36.42,Millets,Red,28-28,,,,,,0,0,0,0,1,0
41,1,2,32.01,57.23,32.85,Sugarcane,Sandy,10-26-26,,,,,,0,0,0,0,0,0
33,2,0,30.59,54.91,43.28,Barley,Sandy,DAP,,,,,,0,0,1,0,0,0
40,2,0,30.48,47.8,70.0,Paddy,Loamy,28-28,,,,,,0,0,1,0,0,0
11,1,8,30.3,69.31,52.01,Barley,Black,DAP,,,,,,0,0,0,0,0,0
4,6,34,34.08,55.54,59.21,Millets,Black,20-20,,,,,,0,0,0,0,0,0
6,2,8,38.45,63.15,58.06,Barley,Clayey,10-26-26,,,,,,0,0,0,0,0,0
17,16,20,24.76,55.27,34.69,Sugarcane,Sandy,17-17-17,,,,,,0,0,0,0,0,0
10,4,26,25.73,68.57,70.0,Millets,Sandy,17-17-17,,,,,,0,0,0,0,0,0
34,0,0,20.56,55.98,65.55,Barley,Loamy,DAP,,,,,,0,0,1,0,1,0
42,0,0,38.77,68.24,57.2,Wheat,Sandy,20-20,,,,,,0,0,1,0,1,0
2,14,18,26.67,42.74,30.17,Maize,Red,Urea,,,,,,0,0,0,0,0,0
38,0,0,31.42,63.61,32.38,Wheat,Loamy,28-28,,,,,,0,0,1,0,1,0
10,16,13,26.7,43.08,32.35,Ground Nuts,Black,17-17-17,,,,,,0,0,0,0,0,0
10,18,10,26.05,51.11,35.27,Wheat,Red,17-17-17,,,,,,0,0,0,0,0,0
12,0,6,32.41,67.07,32.33,Barley,Loamy,Urea,,,,,,0,0,0,0,1,0
32,0,0,27.81,63.26,43.38,Wheat,Sandy,10-26-26,,,,,,0,0,1,0,1,0
40,0,2,23.36,50.24,34.4,Sugarcane,Sandy,DAP,,,,,,0,0,0,0,1,0
23,4,22,26.74,56.43,41.86,Maize,Loamy,DAP,,,,,,0,0,0,0,0,0
17,0,32,33.17,68.4,25.54,Barley,Black,Urea,,,,,,0,0,0,0,1,0
16,0,35,33.5,69.8,35.8,Ground Nuts,Clayey,DAP,,,,,,0,0,0,0,1,0
16,3,13,28.32,55.53,39.8,Barley,Clayey,14-35-14,,,,,,0,0,0,0,0,0
36,1,0,25.68,50.13,50.92,Sugarcane,Red,Urea,,,,,,0,0,1,0,0,0
37,0,0,28.77,63.48,49.52,Barley,Red,DAP,,,,,,0,0,1,0,1,0
12,4,39,27.12,63.03,28.6,Paddy,Loamy,DAP,,,,,,0,0,0,0,0,0
36,0,0,31.38,57.13,37.26,Ground Nuts,Black,20-20,,,,,,0,0,1,0,1,0
27,1,20,36.99,70.45,29.04,Sugarcane,Red,DAP,,,,,,0,0,0,0,0,0
25,0,32,35.01,69.3,40.11,Sugarcane,Sandy,DAP,,,,,,0,0,0,0,1,0
24,0,19,38.22,70.27,63.95,Ground Nuts,Black,14-35-14,,,,,,0,0,0,0,1,0
38,2,4,30.23,47.44,55.39,Barley,Red,DAP,,,,,,0,0,0,0,0,0
22,0,27,33.72,52.61,37.01,Millets,Black,10-26-26,,,,,,0,0,0,0,1,0
37,0,0,29.14,58.06,43.94,Paddy,Clayey,14-35-14,,,,,,0,0,1,0,1,0
19,0,44,40.0,52.02,45.67,Maize,Clayey,14-35-14,,,,,,0,0,0,0,1,0
34,2,4,27.61,61.04,41.97,Barley,Clayey,14-35-14,,,,,,0,0,0,0,0,0
38,4,1,23.74,62.35,31.53,Ground Nuts,Sandy,Urea,,,,,,0,0,0,0,0,0
14,4,41,34.77,66.85,35.35,Ground Nuts,Clayey,17-17-17,,,,,,0,0,0,0,0,0
30,4,3,24.69,52.7,23.05,Wheat,Loamy,28-28,,,,,,0,0,0,0,0,0
16,6,14,28.79,61.59,40.95,Millets,Sandy,DAP,,,,,,0,0,0,0,0,0
9,0,34,25.37,56.61,56.98,Millets,Sandy,10-26-26,,,,,,0,0,0,0,1,0
18,4,22,35.56,61.27,33.78,Barley,Black,DAP,,,,,,0,0,0,0,0,0
24,0,24,28.85,45.97,49.62,Wheat,Black,Urea,,,,,,0,0,0,0,1,0
16,0,45,33.94,57.41,48.69,Paddy,Loamy,17-17-17,,,,,,0,0,0,0,1,0
11,13,26,34.02,63.05,32.44,Sugarcane,Clayey,20-20,,,,,,0,0,0,0,0,0
17,0,8,26.44,51.89,42.5,Sugarcane,Clayey,28-28,,,,,,0,0,0,0,1,0
15,0,44,27.43,65.87,20.0,Sugarcane,Sandy,17-17-17,,,,,,0,0,0,0,1,0
33,2,0,25.4,50.75,42.4,Barley,Black,14-35-14,,,,,,0,0,1,0,0,0
35,4,0,25.22,56.62,37.89,Millets,Sandy,Urea,,,,,,0,0,1,0,0,0
20,2,22,24.15,40.44,44.93,Ground Nuts,Red,28-28,,,,,,0,0,0,0,0,0
12,3,37,36.93,71.6,35.49,Maize,Loamy,17-17-17,,,,,,0,0,0,0,0,0
12,0,44,32.73,62.28,57.46,Barley,Sandy,28-28,,,,,,0,0,0,0,1,0
45,1,4,29.55,66.21,41.21,Millets,Clayey,17-17-17,,,,,,0,0,0,0,0,0
6,21,15,25.75,59.79,24.64,Paddy,Red,17-17-17,,,,,,0,0,0,0,0,0
41,1,0,35.85,54.97,32.94,Ground Nuts,Loamy,17-17-17,,,,,,0,0,1,0,0,0
35,0,0,31.4,69.24,29.06,Millets,Red,10-26-26,,,,,,0,0,1,0,1,0
11,4,40,34.9,71.05,59.48,Wheat,Red,20-20,,,,,,0,0,0,0,0,0
13,0,6,30.98,59.93,30.97,Wheat,Loamy,28-28,,,,,,0,0,0,0,1,0
9,4,13,24.15,51.72,31.91,Sugarcane,Red,Urea,,,,,,0,0,0,0,0,0
22,0,26,28.44,52.45,34.64,Millets,Red,28-28,,,,,,0,0,0,0,1,0
19,0,23,24.69,45.0,34.65,Ground Nuts,Black,DAP,,,,,,0,0,0,0,1,0
8,0,10,34.34,54.99,47.61,Sugarcane,Black,DAP,,,,,,0,0,0,0,1,0
13,0,11,32.89,60.09,59.65,Wheat,Clayey,20-20,,,,,,0,0,0,0,1,0
18,0,36,31.34,59.69,60.78,Millets,Red,17-17-17,,,,,,0,0,0,0,1,0
15,18,16,32.2,67.18,28.11,Barley,Loamy,14-35-14,,,,,,0,0,0,0,0,0
10,0,19,31.51,67.28,31.19,Paddy,Clayey,DAP,,,,,,0,0,0,0,1,0
20,2,14,33.68,55.21,53.32,Ground Nuts,Sandy,17-17-17,,,,,,0,0,0,0,0,0
8,3,31,30.94,46.3,42.29,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,0,0
45,0,0,27.81,60.0,25.06,Barley,Sandy,20-20,,,,,,0,0,1,0,1,0
8,0,9,31.36,56.32,45.45,Barley,Sandy,17-17-17,,,,,,0,0,0,0,1,0
2,14,18,27.52,59.49,43.56,Maize,Clayey,17-17-17,,,,,,0,0,0,0,0,0
10,1,41,32.97,57.21,28.8,Barley,Loamy,14-35-14,,,,,,0,0,0,0,0,0
9,15,19,29.13,72.87,40.38,Sugarcane,Black,Urea,,,,,,0,0,0,0,0,0
8,17,16,27.2,52.83,31.04,Paddy,Red,28-28,,,,,,0,0,0,0,0,0
25,0,23,29.52,70.13,55.59,Millets,Loamy,17-17-17,,,,,,0,0,0,0,1,0
22,1,15,26.58,49.05,23.6,Barley,Loamy,20-20,,,,,,0,0,0,0,0,0
14,2,18,27.86,58.24,49.66,Barley,Red,Urea,,,,,,0,0,0,0,0,0
8,0,34,27.87,59.72,43.57,Barley,Loamy,DAP,,,,,,0,0,0,0,1,0
20,1,23,31.12,59.5,48.49,Maize,Loamy,10-26-26,,,,,,0,0,0,0,0,0
6,13,26,29.45,60.16,56.75,Millets,Black,Urea,,,,,,0,0,0,0,0,0
18,0,18,25.45,59.9,50.43,Maize,Black,DAP,,,,,,0,0,0,0,1,0
5,11,26,25.44,59.38,44.01,Paddy,Red,10-26-26,,,,,,0,0,0,0,0,0
37,3,3,26.27,47.12,39.19,Paddy,Red,28-28,,,,,,0,0,0,0,0,0
17,14,15,33.6,59.48,46.26,Sugarcane,Sandy,Urea,,,,,,0,0,0,0,0,0
14,3,10,28.43,66.03,44.05,Millets,Black,17-17-17,,,,,,0,0,0,0,0,0
15,0,31,25.5,56.26,56.35,Barley,Sandy,28-28,,,,,,0,0,0,0,1,0
9,2,11,21.81,55.61,64.1,Sugarcane,Red,Urea,,,,,,0,0,0,0,0,0
30,4,0,37.5,70.28,65.23,Wheat,Black,Urea,,,,,,0,0,1,0,0,0
37,0,0,25.64,52.31,36.33,Maize,Loamy,Urea,,,,,,0,0,1,0,1,0
36,1,0,29.8,49.21,70.0,Wheat,Loamy,17-17-17,,,,,,0,0,1,0,0,0
11,0,7,27.94,55.06,48.07,Millets,Clayey,10-26-26,,,,,,0,0,0,0,1,0
11,0,11,33.38,69.64,47.26,Millets,Black,20-20,,,,,,0,0,0,0,1,0
