Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Crop
68.57,34.99,164.83,6.1,67.95,20.44,Chili
67.22,46.06,239.3,6.48,63.26,26.76,Chili
71.62,60.56,238.48,5.63,66.33,30.09,Eggplant
78.69,43.28,206.64,6.59,61.63,24.1,Eggplant
56.95,44.15,215.87,6.06,64.53,30.71,Eggplant
71.05,47.14,234.77,6.21,69.35,25.25,Chili
68.69,57.33,156.77,6.34,78.63,25.04,Chili
72.41,69.79,221.25,6.19,66.13,31.16,Eggplant
57.54,69.41,286.69,6.31,64.79,22.87,Eggplant
61.46,30.89,211.8,6.69,73.49,20.37,Chili
50.86,42.55,194.97,6.33,69.11,28.0,Chili
94.19,58.65,287.74,5.71,66.16,23.98,Eggplant
46.38,35.53,232.46,6.16,73.99,26.68,Chili
91.94,44.04,211.66,6.01,69.61,25.26,Eggplant
82.29,65.44,269.62,5.92,63.3,26.52,Eggplant
70.53,56.03,243.27,6.44,66.47,31.35,Eggplant
92.2,67.82,209.76,6.5,64.42,28.48,Eggplant
80.57,67.31,242.27,6.08,67.07,27.03,Eggplant
69.32,49.76,202.41,6.09,66.57,27.69,Eggplant
43.71,56.17,232.53,6.63,64.22,28.16,Chili
52.62,38.66,195.8,6.31,64.12,21.95,Chili
58.93,32.2,152.37,6.28,79.41,23.48,Chili
59.89,62.25,258.55,6.2,69.62,31.4,Eggplant
52.36,50.84,240.16,5.95,67.9,30.26,Eggplant
54.18,55.69,246.11,6.55,72.7,25.97,Chili
79.47,58.87,220.85,6.74,68.7,29.65,Chili
90.54,48.0,278.74,5.64,68.72,30.59,Eggplant
57.88,48.69,173.48,6.34,78.1,21.82,Chili
57.73,59.71,242.27,5.62,64.79,25.22,Eggplant
83.47,42.42,287.36,5.67,65.49,29.23,Eggplant
75.64,50.77,263.5,5.74,69.54,28.04,Eggplant
59.84,48.77,171.17,6.51,77.58,20.5,Chili
40.06,46.19,169.55,6.78,65.89,24.43,Chili
82.8,51.82,224.16,6.14,61.93,25.69,Eggplant
60.67,66.43,201.69,6.71,61.99,22.16,Eggplant
93.78,56.1,247.2,5.67,60.73,31.12,Eggplant
85.05,62.07,212.55,6.61,61.93,23.49,Eggplant
70.53,59.13,183.11,6.27,78.16,25.21,Chili
53.74,38.29,191.21,6.37,65.06,24.55,Chili
56.17,56.7,194.76,6.14,69.25,20.4,Chili
44.51,36.85,156.61,6.51,62.62,24.61,Chili
64.56,46.99,281.43,6.78,61.58,22.4,Eggplant
78.97,61.64,245.63,5.73,66.19,22.63,Eggplant
84.94,57.22,255.39,6.52,63.3,29.38,Eggplant
83.07,65.59,287.07,6.45,65.64,24.18,Eggplant
40.12,30.88,225.48,6.08,60.7,27.26,Chili
58.88,43.54,187.15,6.24,62.41,26.29,Chili
66.73,36.61,245.48,6.45,71.22,28.61,Chili
69.05,41.76,244.33,6.54,76.96,26.65,Chili
76.82,44.05,271.91,6.28,69.63,22.95,Eggplant
59.56,64.31,261.24,6.26,61.1,27.92,Eggplant
56.0,60.26,251.23,6.25,69.26,23.13,Eggplant
66.49,63.91,222.7,6.34,60.06,28.18,Eggplant
70.89,35.18,240.54,6.01,68.53,20.93,Chili
70.8,51.07,270.84,6.57,62.66,22.41,Eggplant
59.9,58.23,271.48,6.14,64.16,30.98,Eggplant
50.7,37.48,217.71,6.03,76.51,27.49,Chili
70.88,53.75,174.2,6.07,61.11,21.2,Chili
47.09,30.68,237.5,6.08,69.0,28.53,Chili
40.11,49.83,188.91,6.04,68.02,26.91,Chili
62.03,33.65,162.43,6.13,65.02,25.13,Chili
44.8,34.0,243.58,6.07,69.08,26.58,Chili
83.86,63.53,288.08,6.27,66.54,25.48,Eggplant
78.86,50.33,266.41,6.45,67.33,28.68,Eggplant
82.02,51.8,269.49,5.61,60.8,25.28,Eggplant
72.93,69.99,263.81,6.43,69.59,25.31,Eggplant
73.57,38.47,187.36,6.35,64.97,29.9,Chili
62.78,31.05,210.23,6.51,75.14,20.42,Chili
56.27,48.1,220.24,6.36,65.51,29.92,Chili
71.09,64.33,256.22,5.66,62.52,28.55,Eggplant
59.47,43.83,230.96,5.9,61.61,27.78,Eggplant
52.27,47.78,231.42,5.79,64.24,22.8,Eggplant
85.66,43.73,261.02,5.56,60.84,27.13,Eggplant
74.78,48.7,223.18,6.37,68.0,26.04,Eggplant
89.03,41.78,280.18,6.14,66.76,22.91,Eggplant
85.84,55.28,249.97,6.24,69.36,27.17,Eggplant
68.45,30.61,246.88,6.18,73.77,23.14,Chili
80.52,49.75,232.43,5.63,63.9,23.43,Eggplant
54.61,37.75,209.96,6.35,66.72,26.08,Chili
91.14,47.06,221.04,6.66,69.16,28.31,Eggplant
73.48,54.22,175.97,6.53,62.32,25.54,Chili
43.82,56.84,245.05,6.76,72.22,28.46,Chili
98.49,68.33,227.85,5.85,66.74,31.09,Eggplant
92.93,42.73,217.57,5.74,69.98,28.35,Eggplant
74.89,30.78,197.69,6.03,62.56,28.98,Chili
75.71,54.84,299.9,5.65,66.74,28.85,Eggplant
64.71,67.66,267.67,6.18,66.15,25.72,Eggplant
98.29,69.33,280.48,5.85,66.11,22.49,Eggplant
73.08,37.37,188.66,6.32,67.58,23.36,Chili
55.53,31.03,173.75,6.25,79.34,20.31,Chili
58.37,48.71,219.4,6.3,71.7,26.03,Chili
77.2,53.0,248.4,6.72,65.77,22.13,Eggplant
70.16,35.71,231.41,6.34,62.32,25.75,Chili
64.84,49.19,154.0,6.54,76.82,20.92,Chili
68.99,52.72,294.38,6.3,67.36,23.14,Eggplant
79.42,62.85,296.36,5.51,65.27,23.68,Eggplant
45.98,32.82,192.11,6.32,62.39,24.51,Chili
80.18,65.49,246.43,6.65,60.52,31.64,Eggplant
96.01,63.88,208.48,6.07,69.24,25.5,Eggplant
71.69,45.65,216.5,5.79,65.28,25.76,Eggplant
96.57,51.03,265.47,5.98,66.12,30.08,Eggplant
66.12,34.0,176.75,6.51,72.42,27.06,Chili
91.94,60.91,205.48,6.19,64.81,31.57,Eggplant
56.77,47.51,202.28,6.75,64.09,27.16,Chili
63.24,53.43,292.74,6.36,62.32,24.86,Eggplant
93.57,59.58,275.36,5.53,65.98,30.3,Eggplant
50.44,57.21,215.78,6.53,73.38,21.38,Chili
64.02,42.83,232.46,6.0,67.79,23.36,Eggplant
57.29,65.16,264.54,6.5,63.82,22.0,Eggplant
61.8,50.82,150.48,6.12,71.13,25.78,Chili
90.35,58.21,240.18,5.56,68.62,22.23,Eggplant
66.75,56.18,215.28,6.62,73.15,29.04,Chili
65.8,36.99,189.1,6.63,77.48,23.8,Chili
42.16,57.28,174.45,6.19,75.37,24.3,Chili
78.53,48.72,246.01,6.07,60.02,24.38,Chili
51.39,32.54,216.27,6.6,77.52,26.36,Chili
73.51,56.29,178.32,6.72,60.27,24.02,Chili
55.26,47.19,291.31,6.54,60.23,26.5,Eggplant
58.0,52.49,249.45,6.06,63.92,25.0,Eggplant
85.19,45.33,280.3,6.27,61.7,30.14,Eggplant
75.83,46.75,178.85,6.46,70.99,22.9,Chili
52.92,46.54,207.22,6.41,74.37,21.2,Chili
64.06,34.38,216.54,6.64,74.06,25.99,Chili
74.98,47.58,274.74,6.7,61.52,26.29,Eggplant
74.31,47.16,220.58,6.52,63.24,29.46,Chili
78.63,35.52,170.9,6.31,62.25,25.2,Chili
54.66,59.15,250.44,6.24,63.38,29.24,Eggplant
69.55,46.83,216.25,6.41,62.14,26.94,Eggplant
69.47,63.67,227.49,6.12,67.48,29.18,Eggplant
41.04,55.82,240.95,6.55,64.17,25.58,Chili
42.19,44.83,182.97,6.58,65.05,20.35,Chili
53.04,30.33,157.79,6.6,76.57,23.59,Chili
86.08,67.93,260.12,6.36,67.61,28.81,Eggplant
46.29,56.63,245.64,6.24,80.0,28.09,Chili
70.84,55.93,174.26,6.07,72.34,23.9,Chili
45.67,41.64,241.64,6.64,60.62,21.77,Chili
81.7,41.69,203.47,6.19,65.86,29.5,Eggplant
58.33,30.31,163.32,6.26,73.86,26.87,Chili
57.22,46.69,211.52,6.13,69.17,29.91,Chili
62.13,32.81,161.84,6.1,67.09,21.56,Chili
56.23,49.13,206.43,5.84,63.4,24.55,Eggplant
62.56,50.66,245.9,6.65,64.02,25.49,Chili
58.16,62.41,286.32,6.39,62.7,26.03,Eggplant
66.99,35.23,191.72,6.62,74.21,21.27,Chili
81.26,47.09,297.82,6.15,68.12,28.26,Eggplant
70.11,44.59,251.06,6.13,63.09,31.21,Eggplant
65.65,66.71,255.32,6.6,68.49,23.49,Eggplant
60.46,68.43,259.77,5.91,62.33,23.85,Eggplant
74.67,60.07,273.4,6.75,67.95,30.22,Eggplant
64.43,47.71,181.69,6.8,67.85,24.01,Chili
55.89,40.05,171.95,6.42,74.54,24.67,Chili
56.16,48.65,225.45,6.28,65.45,22.72,Chili
93.45,61.49,242.7,6.6,61.85,30.84,Eggplant
79.0,66.33,294.35,6.48,68.01,26.65,Eggplant
80.66,51.7,210.37,5.73,67.09,23.0,Eggplant
61.51,68.11,295.35,5.9,60.41,27.16,Eggplant
56.35,38.68,214.76,6.09,66.38,22.23,Chili
90.08,43.25,286.13,6.41,60.24,28.69,Eggplant
98.36,57.93,201.15,6.01,60.53,22.37,Eggplant
43.8,40.32,211.52,6.21,72.18,23.76,Chili
55.6,58.02,214.8,6.07,65.99,27.67,Eggplant
76.5,52.78,224.89,6.17,66.16,25.05,Chili
83.91,40.49,237.33,6.62,60.88,27.43,Eggplant
63.39,54.54,181.84,6.1,75.42,25.0,Chili
90.84,69.6,290.1,6.32,64.52,30.87,Eggplant
90.37,45.41,269.47,5.74,68.36,29.23,Eggplant
84.59,49.37,232.08,5.56,69.61,23.41,Eggplant
58.54,52.48,221.91,6.2,63.47,28.0,Eggplant
60.45,43.91,186.46,6.11,64.55,27.1,Chili
56.08,45.08,240.27,6.23,79.49,25.88,Chili
80.04,64.82,217.25,5.8,69.07,25.12,Eggplant
79.34,67.24,210.28,6.5,65.14,23.77,Eggplant
42.44,55.79,241.6,6.57,74.56,25.28,Chili
88.74,59.21,272.76,6.04,62.72,28.81,Eggplant
40.48,42.45,243.02,6.71,77.76,27.18,Chili
68.52,60.22,256.01,5.83,67.77,29.38,Eggplant
88.36,56.25,299.9,6.53,68.72,24.12,Eggplant
50.65,53.99,243.48,5.94,60.4,25.69,Eggplant
44.67,31.41,239.57,6.27,64.63,26.44,Chili
47.02,32.78,238.91,6.21,77.19,22.2,Chili
63.07,47.71,247.78,6.59,62.89,27.5,Eggplant
54.82,47.78,158.59,6.16,63.2,27.23,Chili
53.47,39.98,170.03,6.8,63.32,20.66,Chili
71.43,54.83,204.65,6.05,61.45,26.04,Chili
78.66,53.46,196.63,6.32,67.13,25.87,Chili
54.77,40.88,299.75,6.62,63.11,24.63,Eggplant
75.04,50.81,251.35,5.95,63.43,30.55,Eggplant
79.26,54.71,261.42,6.25,68.67,25.86,Eggplant
70.57,32.57,154.42,6.33,60.71,29.95,Chili
77.27,57.08,207.76,6.69,75.73,28.94,Chili
87.32,58.57,281.71,6.03,61.14,25.89,Eggplant
74.52,46.59,180.37,6.78,71.76,22.65,Chili
46.89,38.18,237.55,6.58,68.67,21.17,Chili
61.06,46.4,233.19,5.97,62.18,29.53,Eggplant
78.11,59.29,218.4,5.8,63.32,27.68,Eggplant
65.79,50.12,152.57,6.79,75.13,26.47,Chili
78.53,35.64,218.97,6.65,79.92,20.44,Chili
44.97,33.16,242.92,6.46,75.85,26.07,Chili
47.98,45.44,172.88,6.67,79.88,21.88,Chili
45.71,58.23,199.17,6.38,72.32,21.96,Chili
76.36,49.92,213.43,6.02,71.34,21.29,Chili
84.96,52.62,273.47,5.92,64.05,31.47,Eggplant
54.79,49.94,182.83,6.14,67.06,26.08,Chili
91.66,42.59,279.87,5.83,60.43,29.44,Eggplant
86.62,41.36,264.61,6.71,64.8,22.48,Eggplant
91.84,49.6,245.1,5.61,68.23,27.47,Eggplant
72.4,46.55,240.29,6.25,73.21,28.68,Chili
92.4,56.62,201.36,6.06,66.99,24.65,Eggplant
76.45,58.53,264.29,6.15,60.03,22.48,Eggplant
58.05,59.1,241.88,6.61,65.29,24.53,Eggplant
72.61,45.26,207.83,6.18,76.79,24.27,Chili
52.54,50.69,205.82,6.55,69.83,22.58,Chili
97.05,59.95,237.84,5.57,63.56,25.3,Eggplant
44.91,55.14,222.52,6.22,74.27,25.82,Chili
51.88,46.59,187.05,6.24,68.98,23.28,Chili
54.46,57.52,232.72,6.77,61.22,31.05,Eggplant
71.78,44.4,197.52,6.01,76.54,24.35,Chili
73.27,43.71,225.78,6.09,74.85,28.81,Chili
69.29,41.44,218.57,6.5,60.71,25.83,Eggplant
59.67,59.21,177.8,6.35,71.36,29.62,Chili
73.29,66.72,216.58,6.01,61.1,25.88,Eggplant
54.27,54.97,264.64,6.0,67.96,27.86,Eggplant
68.54,52.38,233.09,5.8,64.77,22.77,Eggplant
71.23,69.79,248.54,6.24,63.27,28.68,Eggplant
57.34,43.69,205.82,6.51,71.08,26.73,Chili
57.73,67.9,286.46,6.77,68.11,30.81,Eggplant
62.28,48.21,228.75,6.25,65.94,29.88,Eggplant
70.86,37.41,204.22,6.36,68.37,24.68,Chili
49.7,37.88,151.48,6.39,70.6,20.24,Chili
51.69,53.24,156.75,6.13,68.99,23.57,Chili
59.6,56.39,161.45,6.76,60.57,20.79,Chili
64.38,33.65,202.95,6.54,70.99,23.58,Chili
73.37,43.43,202.11,5.91,63.17,22.79,Eggplant
91.58,52.86,260.87,6.68,64.07,28.73,Eggplant
42.91,46.96,207.65,6.21,78.46,24.85,Chili
78.78,43.5,150.38,6.21,72.95,21.98,Chili
81.21,63.43,246.28,5.8,66.01,27.01,Eggplant
52.02,53.26,248.28,6.45,66.24,31.07,Eggplant
70.53,30.04,181.34,6.05,74.12,23.74,Chili
88.78,42.68,225.68,6.27,65.85,24.2,Eggplant
72.63,47.67,193.62,6.31,60.87,23.5,Chili
97.5,63.32,200.3,6.69,61.6,25.51,Eggplant
66.06,45.23,286.07,6.2,68.48,23.03,Eggplant
91.39,60.2,227.29,5.63,64.76,24.58,Eggplant
46.14,49.32,182.07,6.15,69.07,26.43,Chili
72.02,47.09,292.48,6.02,66.17,23.31,Eggplant
57.34,55.88,245.64,6.16,74.98,22.02,Chili
51.47,48.03,174.16,6.43,74.23,23.13,Chili
53.35,43.86,212.44,6.68,61.27,27.09,Chili
65.85,39.58,207.31,6.29,78.09,25.65,Chili
71.04,49.66,282.14,6.33,65.55,31.66,Eggplant
63.46,38.45,204.9,6.05,68.77,26.26,Chili
44.49,52.07,197.63,6.2,64.64,28.65,Chili
54.21,68.22,238.14,6.5,61.88,29.62,Eggplant
96.75,49.79,259.83,6.26,67.34,25.04,Eggplant
66.34,65.61,278.67,6.27,63.16,22.36,Eggplant
77.85,36.12,212.98,6.25,68.71,28.59,Chili
44.48,58.21,200.62,6.16,78.1,25.06,Chili
45.32,56.5,151.86,6.43,69.77,29.03,Chili
44.84,59.59,205.32,6.18,74.08,29.86,Chili
64.57,44.05,173.64,6.26,63.79,26.17,Chili
73.96,55.98,270.98,6.31,68.54,30.4,Eggplant
55.37,48.57,275.12,6.56,67.16,26.18,Eggplant
91.41,54.21,236.54,5.58,67.3,29.91,Eggplant
94.6,50.0,288.69,6.64,69.13,28.88,Eggplant
55.69,31.24,159.16,6.28,70.6,28.0,Chili
50.52,45.26,262.07,6.26,63.14,23.36,Eggplant
87.2,67.03,216.03,5.76,64.79,28.65,Eggplant
68.4,41.01,231.99,6.11,73.3,27.62,Chili
41.41,30.27,170.01,6.08,63.88,27.52,Chili
62.09,52.72,279.98,6.56,64.74,22.3,Eggplant
61.4,56.81,211.0,6.11,65.18,21.94,Chili
61.84,48.49,203.84,6.64,64.98,29.75,Chili
63.56,62.94,285.99,5.66,68.71,22.52,Eggplant
68.25,63.87,297.6,5.81,64.19,26.79,Eggplant
77.46,53.66,203.06,6.75,71.19,25.98,Chili
67.21,69.71,236.14,6.38,65.68,24.52,Eggplant
86.08,48.15,204.25,5.68,67.95,24.02,Eggplant
60.51,37.33,235.6,6.47,60.85,22.93,Chili
56.02,56.07,197.31,6.45,65.63,27.56,Chili
68.94,66.79,255.17,6.04,64.36,29.05,Eggplant
71.59,53.99,238.07,6.39,63.52,26.21,Eggplant
67.19,35.71,196.55,6.12,68.4,23.91,Chili
75.54,39.66,162.09,6.21,78.87,25.23,Chili
94.69,68.16,287.47,6.19,61.67,31.95,Eggplant
75.03,58.12,202.34,6.53,79.96,25.86,Chili
92.55,62.61,213.04,5.54,62.49,22.51,Eggplant
53.74,52.44,219.75,6.58,77.51,23.82,Chili
49.08,45.96,188.11,6.62,76.45,27.4,Chili
76.75,43.23,152.73,6.06,64.3,23.14,Chili
59.91,37.33,224.1,6.78,67.19,27.44,Chili
56.69,32.66,227.03,6.32,70.68,26.43,Chili
77.22,67.08,245.13,6.28,69.58,26.56,Eggplant
61.8,35.62,229.37,6.14,72.66,29.47,Chili
47.76,40.45,182.39,6.16,70.9,29.98,Chili
64.61,58.64,283.01,6.17,64.19,24.91,Eggplant
59.03,62.12,208.55,6.72,68.36,23.94,Eggplant
79.79,57.42,234.64,6.62,65.46,29.09,Eggplant
55.27,56.99,208.09,6.5,73.09,26.13,Chili
46.66,31.98,151.03,6.21,75.54,22.89,Chili
78.12,36.14,204.12,6.39,75.61,20.8,Chili
51.57,36.35,228.67,6.52,69.93,20.21,Chili
56.85,48.82,203.81,5.81,65.46,26.15,Eggplant
74.42,55.84,222.17,6.35,62.75,20.24,Chili
60.69,58.55,227.98,6.38,66.1,30.41,Eggplant
64.72,55.09,173.92,6.12,70.24,23.88,Chili
51.76,51.29,153.06,6.16,63.56,21.93,Chili
60.96,42.95,289.86,6.31,64.29,22.28,Eggplant
76.77,59.81,284.46,5.72,61.9,30.26,Eggplant
95.11,56.0,269.24,6.78,60.76,25.92,Eggplant
52.62,53.01,153.75,6.59,74.76,25.32,Chili
66.14,58.2,254.9,6.29,62.21,27.27,Eggplant
71.01,67.15,258.41,6.4,68.57,29.66,Eggplant
63.28,50.51,214.28,6.35,67.75,30.41,Eggplant
75.38,40.35,200.3,6.4,61.35,31.61,Eggplant
58.1,45.37,221.17,6.4,73.13,27.39,Chili
50.7,57.49,297.67,5.8,60.16,27.63,Eggplant
72.66,49.7,179.32,6.24,65.03,23.21,Chili
53.69,62.34,294.1,5.9,60.32,25.3,Eggplant
76.73,49.58,255.06,6.31,62.81,24.02,Eggplant
66.08,45.65,289.87,5.61,60.11,29.01,Eggplant
66.84,47.65,258.77,5.59,61.14,22.69,Eggplant
67.4,42.42,162.12,6.12,76.91,23.04,Chili
71.49,56.92,214.15,5.75,61.59,24.49,Eggplant
54.35,56.16,155.12,6.48,64.55,26.94,Chili
43.21,42.3,238.52,6.47,64.43,24.61,Chili
63.13,41.0,248.97,6.14,64.22,29.08,Chili
66.33,31.37,152.53,6.12,77.13,21.78,Chili
61.35,49.53,216.05,6.73,66.59,22.88,Chili
74.5,33.51,169.42,6.26,65.94,26.45,Chili
43.2,57.07,176.86,6.12,75.87,22.41,Chili
69.21,56.29,236.91,6.64,74.66,21.26,Chili
66.19,38.49,153.21,6.26,69.85,21.28,Chili
86.36,48.25,234.41,5.89,64.31,24.96,Eggplant
64.65,52.98,265.69,5.57,68.69,22.66,Eggplant
99.67,55.81,200.5,6.18,68.63,29.77,Eggplant
53.93,56.87,208.6,5.52,61.97,22.08,Eggplant
56.77,45.29,221.41,6.45,79.34,23.26,Chili
51.52,57.95,260.37,5.73,68.61,27.27,Eggplant
61.59,54.05,213.87,6.35,67.26,27.67,Chili
53.08,49.41,232.28,6.07,72.78,21.04,Chili
51.47,57.57,177.52,6.57,69.35,20.27,Chili
73.67,47.12,251.82,6.04,60.21,22.48,Eggplant
72.41,30.96,160.5,6.22,75.28,21.9,Chili
93.24,42.22,201.5,6.36,66.55,30.19,Eggplant
55.31,56.71,289.88,5.66,64.2,24.93,Eggplant
66.58,46.78,297.06,6.41,65.92,28.39,Eggplant
76.53,60.0,277.83,6.45,68.71,22.27,Eggplant
70.39,48.9,247.17,6.25,63.33,24.97,Eggplant
59.81,50.98,186.58,6.09,79.29,22.19,Chili
77.8,40.55,249.0,6.71,78.6,21.6,Chili
52.27,64.68,228.85,6.76,69.62,25.64,Eggplant
73.01,53.49,227.54,6.29,68.45,27.07,Eggplant
62.47,53.69,291.8,6.42,62.74,30.24,Eggplant
96.55,45.53,249.2,5.62,66.49,22.45,Eggplant
49.11,37.6,155.69,6.67,60.84,27.0,Chili
67.32,61.1,254.64,6.0,61.28,29.44,Eggplant
51.56,59.13,276.6,5.93,69.49,27.16,Eggplant
51.52,65.38,255.85,5.96,65.9,26.53,Eggplant
59.97,42.98,245.46,6.8,75.3,21.1,Chili
61.55,54.07,201.95,6.05,62.32,26.38,Chili
56.2,62.59,296.57,6.67,61.81,27.99,Eggplant
48.1,51.3,211.04,6.15,61.23,28.98,Chili
54.18,46.84,203.83,5.56,61.45,26.73,Eggplant
78.3,33.29,174.32,6.41,74.32,29.06,Chili
72.9,55.33,273.33,5.56,61.13,29.25,Eggplant
73.88,30.72,232.87,6.7,72.63,22.22,Chili
94.15,56.23,209.52,5.56,63.89,30.17,Eggplant
85.72,43.55,202.79,6.48,69.58,27.0,Eggplant
53.16,48.91,209.96,6.11,60.47,27.62,Eggplant
77.42,62.34,218.18,5.72,62.42,22.7,Eggplant
51.09,59.8,152.13,6.4,62.2,20.41,Chili
59.42,46.42,185.12,6.25,72.83,21.26,Chili
60.75,64.17,236.63,6.08,68.62,29.08,Eggplant
67.59,36.57,199.04,6.21,69.59,24.92,Chili
91.38,62.1,246.55,5.55,61.2,31.6,Eggplant
53.06,58.29,292.98,6.5,62.88,29.95,Eggplant
43.42,49.39,161.22,6.09,71.82,25.1,Chili
60.61,39.89,237.47,6.79,61.4,24.34,Chili
56.29,38.71,173.73,6.27,68.87,28.51,Chili
87.91,43.89,290.04,6.38,61.96,27.18,Eggplant
97.71,41.94,203.72,5.88,67.63,30.91,Eggplant
51.69,53.66,225.48,6.74,63.86,25.79,Chili
72.03,46.82,221.38,5.57,64.56,29.61,Eggplant
75.61,39.27,162.36,6.41,70.72,23.07,Chili
50.35,67.19,248.31,6.12,65.02,31.32,Eggplant
63.56,50.0,224.48,6.21,77.48,26.49,Chili
59.8,56.14,225.64,5.96,66.93,30.34,Eggplant
53.55,56.65,160.63,6.78,71.14,27.6,Chili
61.29,66.47,285.48,6.44,69.56,31.18,Eggplant
50.83,57.14,247.16,6.73,60.1,28.33,Eggplant
58.23,41.77,194.31,6.51,70.38,25.71,Chili
43.58,46.81,202.64,6.01,68.58,28.62,Chili
95.35,47.1,226.74,6.1,60.18,23.03,Eggplant
67.7,48.59,194.78,6.4,79.65,21.99,Chili
92.43,55.26,206.49,6.58,64.1,28.89,Eggplant
44.73,50.01,195.84,6.03,74.5,27.95,Chili
72.89,42.85,191.81,6.65,63.09,27.39,Chili
69.53,52.8,217.96,5.74,66.42,29.47,Eggplant
67.64,55.8,185.46,6.25,65.42,27.2,Chili
87.48,54.51,206.11,6.22,67.99,27.38,Eggplant
54.53,49.83,167.57,6.25,63.0,22.44,Chili
45.78,41.86,191.36,6.7,68.96,27.04,Chili
59.98,55.93,225.49,6.66,66.34,29.06,Eggplant
50.36,42.19,280.42,6.58,61.28,31.01,Eggplant
80.73,42.18,284.35,5.94,64.84,29.38,Eggplant
63.03,57.81,206.46,6.17,70.81,21.43,Chili
88.34,46.65,259.53,6.15,69.87,30.9,Eggplant
45.96,53.51,227.38,6.56,74.4,25.23,Chili
85.45,53.75,292.41,6.0,60.56,26.87,Eggplant
95.31,42.29,206.05,5.87,60.37,30.97,Eggplant
77.15,58.21,207.53,6.05,77.54,22.03,Chili
74.64,54.19,199.92,6.19,70.48,24.48,Chili
59.99,36.88,177.77,6.2,65.29,23.05,Chili
59.09,66.04,291.28,6.72,60.15,26.69,Eggplant
75.63,56.5,157.39,6.1,79.57,21.38,Chili
51.83,44.06,299.95,6.76,65.24,22.09,Eggplant
81.38,66.43,295.79,6.53,61.37,29.28,Eggplant
83.85,58.94,214.51,5.61,60.95,27.92,Eggplant
64.73,55.3,225.11,6.12,78.84,26.1,Chili
61.74,60.32,287.73,6.21,66.28,31.74,Eggplant
50.6,46.62,280.8,6.62,64.54,26.93,Eggplant
78.46,41.97,292.89,5.65,62.6,30.71,Eggplant
60.54,50.93,268.05,5.92,67.59,23.48,Eggplant
71.21,44.68,217.11,6.62,68.68,26.33,Eggplant
85.7,54.06,252.52,5.91,67.17,28.87,Eggplant
52.33,46.4,150.5,6.14,60.3,26.12,Chili
82.92,58.2,264.7,6.33,65.96,28.49,Eggplant
50.46,33.68,219.95,6.09,69.19,20.1,Chili
93.35,62.93,285.53,5.74,62.41,27.8,Eggplant
43.37,37.61,189.24,6.58,65.87,27.67,Chili
90.92,41.39,259.7,5.56,67.47,22.15,Eggplant
84.39,46.84,226.61,5.95,63.56,30.04,Eggplant
41.27,49.05,211.81,6.71,63.94,24.65,Chili
77.73,61.29,207.06,5.79,62.83,26.12,Eggplant
63.98,37.44,212.85,6.08,78.58,27.75,Chili
50.24,30.34,236.0,6.15,65.66,27.51,Chili
62.82,41.23,229.19,6.37,66.16,23.4,Chili
70.68,40.31,198.84,6.71,67.51,28.43,Chili
89.35,40.44,216.78,5.76,62.99,27.25,Eggplant
77.59,57.62,259.92,5.65,68.56,24.54,Eggplant
84.81,52.92,204.1,6.48,60.89,26.35,Eggplant
67.91,63.89,275.98,6.01,68.02,28.67,Eggplant
69.2,35.93,238.16,6.38,66.58,24.19,Chili
70.53,53.71,181.91,6.05,79.89,20.32,Chili
56.91,68.45,292.66,5.59,64.03,28.14,Eggplant
75.79,53.56,276.96,6.68,67.99,28.17,Eggplant
57.22,42.17,295.01,5.81,64.06,30.25,Eggplant
50.68,52.47,227.32,5.81,67.67,23.4,Eggplant
82.2,40.55,276.4,6.06,66.9,29.78,Eggplant
78.59,57.66,247.92,5.83,62.13,29.68,Eggplant
69.73,48.43,242.7,6.4,69.98,31.54,Eggplant
57.04,69.87,290.38,6.1,62.22,23.47,Eggplant
46.44,45.35,163.82,6.07,74.91,27.65,Chili
47.43,53.88,168.96,6.75,69.46,24.96,Chili
78.71,37.09,228.64,6.19,73.11,28.25,Chili
72.48,58.49,163.81,6.32,67.45,29.29,Chili
64.2,51.86,266.18,6.18,62.86,25.89,Eggplant
84.09,55.65,253.22,5.63,62.09,28.94,Eggplant
87.91,57.11,231.75,6.62,60.4,27.08,Eggplant
75.6,44.89,215.16,6.32,74.18,28.84,Chili
88.26,64.48,247.38,6.55,63.21,28.78,Eggplant
55.98,36.58,249.75,6.41,61.82,20.47,Chili
44.35,47.2,161.85,6.01,76.92,24.2,Chili
63.72,55.0,207.64,6.43,61.63,24.33,Chili
90.15,41.86,249.41,6.37,64.02,26.11,Eggplant
69.7,33.65,201.75,6.38,70.19,20.66,Chili
79.59,40.01,199.01,6.35,76.51,25.99,Chili
72.28,46.56,223.01,6.66,61.26,28.15,Eggplant
74.85,50.61,218.92,6.55,66.16,25.99,Eggplant
52.37,50.02,299.25,6.67,69.35,23.73,Eggplant
61.97,43.46,169.18,6.23,67.51,21.64,Chili
58.92,30.89,183.39,6.47,64.18,20.68,Chili
71.86,33.49,195.52,6.29,75.23,29.93,Chili
81.98,58.86,214.84,5.97,68.77,23.03,Eggplant
51.06,50.77,179.68,6.79,75.73,20.77,Chili
79.48,58.75,155.51,6.44,72.86,23.39,Chili
44.64,37.22,161.96,6.44,66.02,23.89,Chili
66.65,61.35,203.86,6.75,63.57,24.01,Eggplant
59.49,46.17,230.2,6.25,75.87,22.32,Chili
